request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Requested 21052000 IDR on 2024-03-03: 21052000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-03-03. Plan: 2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67."
request_242,0,not_affordable,not_recommended,none,,none,"Requested 1966.80 EUR on 2025-08-05: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Requested 17468 ZAR on 2026-07-07: 17468 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-07-07. Plan: 2026-07-07:17468."
request_244,0,not_affordable,not_recommended,none,,none,"Requested 49918 ZAR on 2024-06-04: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_245,0,not_affordable,not_recommended,none,,none,"Requested 128500 INR on 2025-11-06: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Requested 64086 ZAR on 2026-04-03: 64086 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-04-03. Plan: 2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Requested 1059.30 EUR on 2024-09-05: 1059.30 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-09-05. Plan: 2024-09-05:1059.30."
request_248,193.47,not_affordable,not_recommended,none,,none,"Requested 1965.60 USD on 2025-02-07: 193.47 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_249,0,not_affordable,not_recommended,none,,none,"Requested 643.20 USD on 2026-01-04: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_250,19019.89,not_affordable,not_recommended,none,,none,"Requested 124278 ZAR on 2024-12-06: 19019.89 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_251,442.17,not_affordable,not_recommended,none,,none,"Requested 1513.60 EUR on 2025-05-03: 442.17 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_252,0,not_affordable,not_recommended,none,,none,"Requested 28082000 IDR on 2026-07-05: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_253,0,not_affordable,not_recommended,none,,none,"Requested 2840.20 EUR on 2024-03-07: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_254,0,not_affordable,not_recommended,none,,none,"Requested 3535.20 USD on 2025-08-04: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Requested 3345000 IDR on 2026-04-06: 3345000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-04-06. Plan: 2026-04-06:3345000."
request_256,36666.36,not_affordable,not_recommended,none,,none,"Requested 218700 INR on 2024-06-03: 36666.36 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_257,0,not_affordable,not_recommended,none,,none,"Requested 1352.40 USD on 2025-11-05: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_258,890.98,not_affordable,not_recommended,none,,none,"Requested 1113.60 USD on 2026-01-07: 890.98 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_259,0,not_affordable,not_recommended,none,,none,"Requested 935 EUR on 2024-09-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_260,0,not_affordable,not_recommended,none,,none,"Requested 52079000 IDR on 2025-02-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_261,0,not_affordable,not_recommended,none,,none,"Requested 1830.40 EUR on 2026-07-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Requested 9236000 IDR on 2024-12-05: 9236000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-12-05. Plan: 2024-12-05:9236000."
request_263,0,not_affordable,not_recommended,none,,none,"Requested 51546 ZAR on 2025-05-07: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_264,0,not_affordable,not_recommended,none,,none,"Requested 111300 INR on 2026-04-04: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Requested 45970 INR on 2024-03-06: 45970 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-03-06. Plan: 2024-03-06:45970."
request_266,0,not_affordable,not_recommended,none,,none,"Requested 935 EUR on 2025-08-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_267,0,not_affordable,not_recommended,none,,none,"Requested 1925 EUR on 2026-01-05: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_268,0,not_affordable,not_recommended,none,,none,"Requested 2426.60 EUR on 2024-06-07: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_269,0,not_affordable,not_recommended,none,,none,"Requested 15490 ZAR on 2025-11-04: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_270,0,not_affordable,not_recommended,none,,none,"Requested 3028.80 USD on 2026-07-06: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_271,0,not_affordable,not_recommended,none,,none,"Requested 91300 INR on 2024-09-03: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_272,0,not_affordable,not_recommended,none,,none,"Requested 13585000 IDR on 2025-02-05: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_273,0,not_affordable,not_recommended,none,,none,"Requested 15861000 IDR on 2026-04-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_274,0,not_affordable,not_recommended,none,,none,"Requested 2713.70 EUR on 2024-12-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
request_275,0,not_affordable,not_recommended,none,,none,"Requested 15884000 IDR on 2025-05-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast. Plan: none."
